YEAR_FIS,MONTH_NAME,MONTH_NUM,VENDOR,CAMPUS,ADDRESS1,CATEGORY1,TONS
2020,Aug,8,WM,CRC,808 Commonwealth Ave,Trash,1.2
2020,Aug,8,WM,CRC,14 Buswell St,Trash,3.76
2020,Aug,8,WM,CRC,515 Park Dr,Trash,2.46
2020,Aug,8,WM,CRC,22 Babbit St,Trash,2.06
2020,Aug,8,WM,CRC,46 Mountfort St,Trash,2.23
2020,Aug,8,WM,CRC,275 Babcock St,Trash,0.0
2020,Aug,8,WM,CRC,580 Commonwealth Ave,Trash,1.94
2020,Aug,8,WM,CRC,925 Commonwealth Ave,Trash,
2020,Aug,8,WM,CRC,575 Commonwealth Ave,Trash,
2020,Aug,8,WM,CRC,635 Commonwealth Ave,Trash,
2020,Aug,8,WM,CRC,119 Cummington St,Trash,
2020,Aug,8,WM,CRC,139 Cummington St,Trash,
2020,Aug,8,WM,CRC,949 Commonwealth Ave,Trash,1.51
2020,Sep,9,WM,CRC,775 Commonwealth Ave,Trash,15.84
2020,Sep,9,WM,CRC,100 Bay State Rd,Trash,9.04
2020,Sep,9,WM,CRC,111 Cummington Mall,Trash,8.29
2020,Sep,9,WM,CRC,22 Babbit St,Trash,7.16
2020,Sep,9,WM,CRC,112 Bay State Rd,Trash,
2020,Sep,9,WM,CRC,730 Commonwealth Ave,Trash,11.65
2020,Sep,9,WM,CRC,700 Commonwealth Ave,Trash,30.57
2020,Sep,9,WM,CRC,24 Cummington St,Trash,7.65
2020,Sep,9,WM,CRC,14 Buswell St,Trash,3.62
2020,Sep,9,WM,CRC,30 Bay State Rd,Trash,5.38
2020,Sep,9,WM,CRC,140 Bay State Rd,Trash,0.0
2020,Sep,9,WM,CRC,595 Commonwealth Ave,Trash,11.56
2020,Sep,9,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Sep,9,WM,CRC,881 Commonwealth Ave,Trash,8.57
2020,Sep,9,WM,CRC,10 Buick St,Trash,8.37
2020,Sep,9,WM,CRC,925 Commonwealth Ave,Trash,10.0
2020,Sep,9,WM,CRC,275 Babcock St,Trash,21.718
2020,Sep,9,WM,CRC,120 Ashford St,Trash,
2020,Sep,9,WM,CRC,685 Commonwealth Ave,Trash,7.29
2020,Sep,9,WM,CRC,580 Commonwealth Ave,Trash,6.76
2020,Sep,9,WM,CRC,765 Commonwealth Ave,Trash,8.34
2020,Sep,9,WM,CRC,33 Harry Agganis Way,Trash,10.91
2020,Sep,9,WM,CRC,635 Commonwealth Ave,Trash,
2020,Sep,9,WM,CRC,100 Bay State Rd,Trash,0.0
2020,Sep,9,WM,CRC,808 Commonwealth Ave,Trash,
2020,Sep,9,WM,CRC,120 Ashford St,Trash,23.5
2020,Sep,9,WM,CRC,138 Mountfort St,Trash,
2020,Sep,9,WM,CRC,820 Commonwealth Ave,Trash,
2020,Sep,9,WM,CRC,820 Commonwealth Ave,Trash,0.0
2020,Sep,9,WM,CRC,808 Commonwealth Ave,Trash,1.28
2020,Sep,9,WM,CRC,14 Buswell St,Trash,1.99
2020,Sep,9,WM,CRC,515 Park Dr,Trash,1.9
2020,Sep,9,WM,CRC,22 Babbit St,Trash,1.5
2020,Sep,9,WM,CRC,46 Mountfort St,Trash,2.04
2020,Sep,9,WM,CRC,275 Babcock St,Trash,1.93
2020,Sep,9,WM,CRC,580 Commonwealth Ave,Trash,0.61
2020,Sep,9,WM,CRC,575 Commonwealth Ave,Trash,1.06
2020,Sep,9,WM,CRC,635 Commonwealth Ave,Trash,2.39
2020,Sep,9,WM,CRC,119 Cummington St,Trash,0.21
2020,Sep,9,WM,CRC,139 Cummington St,Trash,1.78
2020,Sep,9,WM,CRC,162 Silber Way,Trash,1.41
2020,Oct,10,WM,CRC,775 Commonwealth Ave,Trash,22.02
2020,Oct,10,WM,CRC,100 Bay State Rd,Trash,15.16
2020,Oct,10,WM,CRC,111 Cummington Mall,Trash,0.0
2020,Oct,10,WM,CRC,22 Babbit St,Trash,10.13
2020,Oct,10,WM,CRC,112 Bay State Rd,Trash,
2020,Oct,10,WM,CRC,730 Commonwealth Ave,Trash,7.57
2020,Oct,10,WM,CRC,700 Commonwealth Ave,Trash,34.7
2020,Oct,10,WM,CRC,24 Cummington St,Trash,3.35
2020,Oct,10,WM,CRC,14 Buswell St,Trash,8.06
2020,Oct,10,WM,CRC,30 Bay State Rd,Trash,6.21
2020,Oct,10,WM,CRC,140 Bay State Rd,Trash,16.83
2020,Oct,10,WM,CRC,595 Commonwealth Ave,Trash,5.8
2020,Oct,10,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Oct,10,WM,CRC,881 Commonwealth Ave,Trash,0.0
2020,Oct,10,WM,CRC,10 Buick St,Trash,8.67
2020,Oct,10,WM,CRC,925 Commonwealth Ave,Trash,10.03
2020,Oct,10,WM,CRC,275 Babcock St,Trash,32.34
2020,Oct,10,WM,CRC,120 Ashford St,Trash,
2020,Oct,10,WM,CRC,685 Commonwealth Ave,Trash,7.14
2020,Oct,10,WM,CRC,580 Commonwealth Ave,Trash,3.72
2020,Oct,10,WM,CRC,765 Commonwealth Ave,Trash,7.79
2020,Oct,10,WM,CRC,33 Harry Agganis Way,Trash,4.16
2020,Oct,10,WM,CRC,635 Commonwealth Ave,Trash,
2020,Oct,10,WM,CRC,100 Bay State Rd,Trash,0.0
2020,Oct,10,WM,CRC,808 Commonwealth Ave,Trash,
2020,Oct,10,WM,CRC,120 Ashford St,Trash,17.78
2020,Nov,11,WM,CRC,775 Commonwealth Ave,Trash,24.8
2020,Nov,11,WM,CRC,100 Bay State Rd,Trash,6.75
2020,Nov,11,WM,CRC,111 Cummington Mall,Trash,0.0
2020,Nov,11,WM,CRC,22 Babbit St,Trash,10.24
2020,Nov,11,WM,CRC,112 Bay State Rd,Trash,
2020,Nov,11,WM,CRC,730 Commonwealth Ave,Trash,13.23
2020,Nov,11,WM,CRC,700 Commonwealth Ave,Trash,33.58
2020,Nov,11,WM,CRC,24 Cummington St,Trash,6.44
2020,Nov,11,WM,CRC,14 Buswell St,Trash,7.72
2020,Nov,11,WM,CRC,30 Bay State Rd,Trash,6.68
2020,Nov,11,WM,CRC,140 Bay State Rd,Trash,8.63
2020,Nov,11,WM,CRC,595 Commonwealth Ave,Trash,12.01
2020,Nov,11,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Nov,11,WM,CRC,881 Commonwealth Ave,Trash,10.99
2020,Nov,11,WM,CRC,10 Buick St,Trash,18.47
2020,Nov,11,WM,CRC,925 Commonwealth Ave,Trash,10.51
2020,Nov,11,WM,CRC,275 Babcock St,Trash,23.45
2020,Nov,11,WM,CRC,120 Ashford St,Trash,
2020,Nov,11,WM,CRC,685 Commonwealth Ave,Trash,14.41
2020,Nov,11,WM,CRC,580 Commonwealth Ave,Trash,5.68
2020,Nov,11,WM,CRC,765 Commonwealth Ave,Trash,6.91
2020,Nov,11,WM,CRC,33 Harry Agganis Way,Trash,11.52
2020,Nov,11,WM,CRC,635 Commonwealth Ave,Trash,
2020,Nov,11,WM,CRC,100 Bay State Rd,Trash,0.0
2020,Nov,11,WM,CRC,808 Commonwealth Ave,Trash,
2020,Nov,11,WM,CRC,120 Ashford St,Trash,23.38
2020,Nov,11,WM,CRC,820 Commonwealth Ave,Trash,9.5
2020,Nov,11,WM,CRC,808 Commonwealth Ave,Trash,1.71
2020,Nov,11,WM,CRC,949 Commonwealth Ave,Trash,
2020,Nov,11,WM,CRC,685 Commonwealth Ave,Trash,0.19
2020,Dec,12,WM,CRC,775 Commonwealth Ave,Trash,11.86
2020,Dec,12,WM,CRC,100 Bay State Rd,Trash,5.97
2020,Dec,12,WM,CRC,111 Cummington Mall,Trash,0.0
2020,Dec,12,WM,CRC,22 Babbit St,Trash,9.74
2020,Dec,12,WM,CRC,112 Bay State Rd,Trash,
2020,Dec,12,WM,CRC,730 Commonwealth Ave,Trash,7.25
2020,Dec,12,WM,CRC,700 Commonwealth Ave,Trash,25.2
2020,Dec,12,WM,CRC,24 Cummington St,Trash,3.96
2020,Dec,12,WM,CRC,14 Buswell St,Trash,5.95
2020,Dec,12,WM,CRC,30 Bay State Rd,Trash,4.85
2020,Dec,12,WM,CRC,140 Bay State Rd,Trash,9.67
2020,Dec,12,WM,CRC,595 Commonwealth Ave,Trash,2.75
2020,Dec,12,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Dec,12,WM,CRC,881 Commonwealth Ave,Trash,4.22
2020,Dec,12,WM,CRC,10 Buick St,Trash,12.54
2020,Dec,12,WM,CRC,925 Commonwealth Ave,Trash,15.6
2020,Dec,12,WM,CRC,275 Babcock St,Trash,20.78
2020,Dec,12,WM,CRC,120 Ashford St,Trash,
2020,Dec,12,WM,CRC,685 Commonwealth Ave,Trash,7.59
2020,Dec,12,WM,CRC,580 Commonwealth Ave,Trash,6.1
2020,Dec,12,WM,CRC,765 Commonwealth Ave,Trash,8.86
2020,Dec,12,WM,CRC,33 Harry Agganis Way,Trash,12.04
2020,Dec,12,WM,CRC,635 Commonwealth Ave,Trash,
2020,Dec,12,WM,CRC,100 Bay State Rd,Trash,0.0
2020,Dec,12,WM,CRC,808 Commonwealth Ave,Trash,
2020,Dec,12,WM,CRC,120 Ashford St,Trash,19.87
2020,Dec,12,WM,CRC,820 Commonwealth Ave,Trash,0.89
2020,Dec,12,WM,CRC,808 Commonwealth Ave,Trash,1.57
2020,Dec,12,WM,CRC,949 Commonwealth Ave,Trash,1.92
2020,Dec,12,WM,CRC,685 Commonwealth Ave,Trash,0.0
2020,Jan,1,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2020,Jan,1,WM,CRC,120 Ashford St,Trash,
2020,Jan,1,WM,CRC,910 Commonwealth Ave,Trash,0.0
2020,Jan,1,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2020,Jan,1,WM,CRC,455-457 Park Dr,Trash,1.851075
2020,Jan,1,WM,CRC,100 Ashford St,Trash,5.8455
2020,Jan,1,WM,CRC,120 Ashford St,Trash,1.299
2020,Jan,1,WM,CRC,120 Ashford St,Trash,6.495
2020,Jan,1,WM,CRC,2 Blandford St,Trash,9.7425
2020,Jan,1,WM,CRC,660 Beacon St,Trash,9.7425
2020,Jan,1,WM,CRC,512 Beacon St,Trash,5.8455
2020,Jan,1,WM,CRC,677 Beacon St,Trash,3.2475
2020,Jan,1,WM,CRC,519 Beacon St,Trash,5.8455
2020,Jan,1,WM,CRC,650 Beacon St,Trash,9.7425
2020,Jan,1,WM,CRC,845 Beacon St,Trash,3.70215
2020,Jan,1,WM,CRC,285 Babcock St,Trash,7.794
2020,Jan,1,WM,CRC,285 Babcock St,Trash,9.7425
2020,Jan,1,WM,CRC,112 Bay State Rd,Trash,1.62375
2020,Jan,1,WM,CRC,207 Bay State Rd,Trash,3.897
2020,Jan,1,WM,CRC,191 Bay State Rd,Trash,1.9485
2020,Jan,1,WM,CRC,175 Bay State Rd,Trash,3.897
2020,Jan,1,WM,CRC,159 Bay State Rd,Trash,3.897
2020,Jan,1,WM,CRC,141 Bay State Rd,Trash,1.9485
2020,Jan,1,WM,CRC,59 Bay State Rd,Trash,3.2475
2020,Jan,1,WM,CRC,34 Buswell St,Trash,9.7425
2020,Jan,1,WM,CRC,141 Carlton St,Trash,3.2475
2020,Jan,1,WM,CRC,855 Commonwealth Ave,Trash,24.35625
2020,Jan,1,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2020,Jan,1,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2020,Jan,1,WM,CRC,80 Ivy St,Trash,3.897
2020,Jan,1,WM,CRC,46 Mountfort St,Trash,9.7425
2020,Jan,1,WM,CRC,100 Mountfort St,Trash,9.7425
2020,Jan,1,WM,CRC,138 Mountfort St,Trash,3.897
2020,Jan,1,WM,CRC,46 St Mary's St,Trash,1.9485
2020,Jan,1,WM,CRC,145 Bay State Rd,Trash,1.9485
2020,Jan,1,WM,CRC,853 Beacon St,Trash,1.851075
2020,Jan,1,WM,CRC,179 Amory St,Trash,3.897
2020,Jan,1,WM,CRC,113 Bay State Rd,Trash,1.9485
2020,Jan,1,WM,CRC,79 Bay State Rd,Trash,5.8455
2020,Jan,1,WM,CRC,515 Park Dr,Trash,9.7425
2020,Jan,1,WM,CRC,120 Ashford St,Trash,
2020,Jan,1,WM,CRC,949 Commonwealth Ave,Trash,3.897
2020,Jan,1,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2020,Jan,1,WM,CRC,875 Beacon St,Trash,1.9485
2020,Jan,1,WM,CRC,635 Commonwealth Ave,Trash,19.485
2020,Jan,1,WM,CRC,775 Commonwealth Ave,Trash,10.37
2020,Jan,1,WM,CRC,100 Bay State Rd,Trash,3.89
2020,Jan,1,WM,CRC,111 Cummington Mall,Trash,0.0
2020,Jan,1,WM,CRC,22 Babbit St,Trash,7.49
2020,Jan,1,WM,CRC,112 Bay State Rd,Trash,
2020,Jan,1,WM,CRC,730 Commonwealth Ave,Trash,8.19
2020,Jan,1,WM,CRC,700 Commonwealth Ave,Trash,16.42
2020,Jan,1,WM,CRC,24 Cummington St,Trash,4.41
2020,Jan,1,WM,CRC,14 Buswell St,Trash,3.79
2020,Jan,1,WM,CRC,30 Bay State Rd,Trash,4.73
2020,Jan,1,WM,CRC,140 Bay State Rd,Trash,6.01
2020,Jan,1,WM,CRC,595 Commonwealth Ave,Trash,4.95
2020,Jan,1,WM,CRC,91 Bay State Rd,Trash,0.0
2020,Jan,1,WM,CRC,881 Commonwealth Ave,Trash,3.33
2020,Jan,1,WM,CRC,10 Buick St,Trash,2.12
2020,Jan,1,WM,CRC,925 Commonwealth Ave,Trash,7.68
2020,Jan,1,WM,CRC,275 Babcock St,Trash,12.17
2020,Jan,1,WM,CRC,120 Ashford St,Trash,
2020,Jan,1,WM,CRC,685 Commonwealth Ave,Trash,1.07
2020,Jan,1,WM,CRC,580 Commonwealth Ave,Trash,2.99
2020,Jan,1,WM,CRC,765 Commonwealth Ave,Trash,4.34
2020,Jan,1,WM,CRC,33 Harry Agganis Way,Trash,7.32
2020,Jan,1,WM,CRC,635 Commonwealth Ave,Trash,
2020,Jan,1,WM,CRC,100 Bay State Rd,Trash,0.0
2020,Jan,1,WM,CRC,808 Commonwealth Ave,Trash,
2020,Jan,1,WM,CRC,120 Ashford St,Trash,19.6
2020,Jan,1,WM,CRC,820 Commonwealth Ave,Trash,0.89
2020,Jan,1,WM,CRC,808 Commonwealth Ave,Trash,1.57
2020,Jan,1,WM,CRC,949 Commonwealth Ave,Trash,1.92
2020,Jan,1,WM,CRC,685 Commonwealth Ave,Trash,0.21
2020,Jan,1,WM,CRC,820 Commonwealth Ave,Trash,2.1
2020,Jan,1,WM,CRC,771 Commonwealth Ave,Trash,0.62
2020,Jan,1,WM,CRC,275 Babcock St,Trash,0.63
2020,Feb,2,WM,CRC,775 Commonwealth Ave,Trash,15.83
2020,Feb,2,WM,CRC,100 Bay State Rd,Trash,7.19
2020,Feb,2,WM,CRC,111 Cummington Mall,Trash,0.0
2020,Feb,2,WM,CRC,22 Babbit St,Trash,6.95
2020,Feb,2,WM,CRC,112 Bay State Rd,Trash,
2020,Feb,2,WM,CRC,730 Commonwealth Ave,Trash,9.19
2020,Feb,2,WM,CRC,700 Commonwealth Ave,Trash,30.42
2020,Feb,2,WM,CRC,24 Cummington St,Trash,7.07
2020,Feb,2,WM,CRC,14 Buswell St,Trash,6.06
2020,Feb,2,WM,CRC,30 Bay State Rd,Trash,3.66
2020,Feb,2,WM,CRC,140 Bay State Rd,Trash,4.59
2020,Feb,2,WM,CRC,595 Commonwealth Ave,Trash,11.57
2020,Feb,2,WM,CRC,91 Bay State Rd,Trash,3.54
2020,Feb,2,WM,CRC,881 Commonwealth Ave,Trash,4.13
2020,Feb,2,WM,CRC,10 Buick St,Trash,16.06
2020,Feb,2,WM,CRC,925 Commonwealth Ave,Trash,9.56
2020,Feb,2,WM,CRC,275 Babcock St,Trash,25.42
2020,Feb,2,WM,CRC,120 Ashford St,Trash,
2020,Feb,2,WM,CRC,685 Commonwealth Ave,Trash,7.2
2020,Feb,2,WM,CRC,580 Commonwealth Ave,Trash,3.17
2020,Feb,2,WM,CRC,765 Commonwealth Ave,Trash,5.33
2020,Feb,2,WM,CRC,33 Harry Agganis Way,Trash,5.66
2020,Feb,2,WM,CRC,635 Commonwealth Ave,Trash,
2020,Feb,2,WM,CRC,100 Bay State Rd,Trash,0.0
2020,Feb,2,WM,CRC,808 Commonwealth Ave,Trash,
2020,Feb,2,WM,CRC,120 Ashford St,Trash,11.33
2020,Feb,2,WM,CRC,820 Commonwealth Ave,Trash,1.5
2020,Feb,2,WM,CRC,808 Commonwealth Ave,Trash,0.97
2020,Feb,2,WM,CRC,949 Commonwealth Ave,Trash,
2020,Feb,2,WM,CRC,685 Commonwealth Ave,Trash,
2020,Feb,2,WM,CRC,820 Commonwealth Ave,Trash,
2020,Feb,2,WM,CRC,771 Commonwealth Ave,Trash,
2020,Feb,2,WM,CRC,275 Babcock St,Trash,
2020,Mar,3,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2020,Mar,3,WM,CRC,120 Ashford St,Trash,
2020,Mar,3,WM,CRC,910 Commonwealth Ave,Trash,0.0
2020,Mar,3,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2020,Mar,3,WM,CRC,455-457 Park Dr,Trash,1.851075
2020,Mar,3,WM,CRC,100 Ashford St,Trash,5.8455
2020,Mar,3,WM,CRC,120 Ashford St,Trash,1.299
2020,Mar,3,WM,CRC,120 Ashford St,Trash,6.495
2020,Mar,3,WM,CRC,2 Blandford St,Trash,9.7425
2020,Mar,3,WM,CRC,660 Beacon St,Trash,9.7425
2020,Mar,3,WM,CRC,512 Beacon St,Trash,5.8455
2020,Mar,3,WM,CRC,677 Beacon St,Trash,3.2475
2020,Mar,3,WM,CRC,519 Beacon St,Trash,5.8455
2020,Mar,3,WM,CRC,650 Beacon St,Trash,9.7425
2020,Mar,3,WM,CRC,845 Beacon St,Trash,3.70215
2020,Mar,3,WM,CRC,285 Babcock St,Trash,7.794
2020,Mar,3,WM,CRC,285 Babcock St,Trash,9.7425
2020,Mar,3,WM,CRC,112 Bay State Rd,Trash,1.62375
2020,Mar,3,WM,CRC,207 Bay State Rd,Trash,3.897
2020,Mar,3,WM,CRC,191 Bay State Rd,Trash,1.9485
2020,Mar,3,WM,CRC,175 Bay State Rd,Trash,3.897
2020,Mar,3,WM,CRC,159 Bay State Rd,Trash,3.897
2020,Mar,3,WM,CRC,141 Bay State Rd,Trash,1.9485
2020,Mar,3,WM,CRC,59 Bay State Rd,Trash,3.2475
2020,Mar,3,WM,CRC,34 Buswell St,Trash,9.7425
2020,Mar,3,WM,CRC,141 Carlton St,Trash,3.2475
2020,Mar,3,WM,CRC,855 Commonwealth Ave,Trash,24.35625
2020,Mar,3,WM,CRC,985 Commonwealth Ave,Trash,3.2475
2020,Mar,3,WM,CRC,771 Commonwealth Ave,Trash,5.8455
2020,Mar,3,WM,CRC,80 Ivy St,Trash,3.897
2020,Mar,3,WM,CRC,46 Mountfort St,Trash,9.7425
2020,Mar,3,WM,CRC,100 Mountfort St,Trash,9.7425
2020,Mar,3,WM,CRC,138 Mountfort St,Trash,3.897
2020,Mar,3,WM,CRC,46 St Mary's St,Trash,1.9485
2020,Mar,3,WM,CRC,145 Bay State Rd,Trash,1.9485
2020,Mar,3,WM,CRC,853 Beacon St,Trash,1.851075
2020,Mar,3,WM,CRC,179 Amory St,Trash,3.897
2020,Mar,3,WM,CRC,113 Bay State Rd,Trash,1.9485
2020,Mar,3,WM,CRC,79 Bay State Rd,Trash,5.8455
2020,Mar,3,WM,CRC,515 Park Dr,Trash,9.7425
2020,Mar,3,WM,CRC,120 Ashford St,Trash,
2020,Mar,3,WM,CRC,949 Commonwealth Ave,Trash,3.897
2020,Mar,3,WM,CRC,890 Commonwealth Ave,Trash,5.8455
2020,Mar,3,WM,CRC,875 Beacon St,Trash,1.9485
2020,Mar,3,WM,CRC,635 Commonwealth Ave,Trash,19.485
2020,Feb,2,WM,CRC,928 Commonwealth Ave,Trash,0.97425
2020,Feb,2,WM,CRC,120 Ashford St,Trash,
2020,Feb,2,WM,CRC,910 Commonwealth Ave,Trash,0.0
2020,Feb,2,WM,CRC,25-27 Aberdeen St,Trash,2.7766125
2020,Feb,2,WM,CRC,455-457 Park Dr,Trash,1.851075
2020,Feb,2,WM,CRC,100 Ashford St,Trash,5.8455
2020,Feb,2,WM,CRC,120 Ashford St,Trash,1.299
2020,Feb,2,WM,CRC,120 Ashford St,Trash,6.495
2020,Feb,2,WM,CRC,2 Blandford St,Trash,9.7425
2020,Feb,2,WM,CRC,660 Beacon St,Trash,9.7425
2020,Feb,2,WM,CRC,512 Beacon St,Trash,5.8455
2020,Feb,2,WM,CRC,677 Beacon St,Trash,3.2475
2020,Feb,2,WM,CRC,519 Beacon St,Trash,5.8455
2020,Feb,2,WM,CRC,650 Beacon St,Trash,9.7425
2020,Feb,2,WM,CRC,845 Beacon St,Trash,3.70215
2020,Feb,2,WM,CRC,285 Babcock St,Trash,7.794
2020,Feb,2,WM,CRC,285 Babcock St,Trash,9.7425
2020,Feb,2,WM,CRC,112 Bay State Rd,Trash,1.62375
2020,Feb,2,WM,CRC,207 Bay State Rd,Trash,3.897
2020,Feb,2,WM,CRC,191 Bay State Rd,Trash,1.9485
2020,Feb,2,WM,CRC,175 Bay State Rd,Trash,3.897
2020,Feb,2,WM,CRC,159 Bay State Rd,Trash,3.897
